num,kanji,meanings,grade,jlpt,readings,unicode
687,唆,tempt:seduce:instigate:promote,8,1,そそ.る:そそのか.す:サ,5506
688,差,distinction:difference:variation:discrepancy:margin:balance,4,2,さ.す:さ.し:サ,5dee
689,詐,lie:falsehood:deceive:pretend,8,1,いつわ.る:サ,8a50
690,鎖,chain:irons:connection,8,1,くさり:とざ.す:サ,9396
691,座,squat:seat:cushion:gathering:sit,6,2,すわ.る:ザ,5ea7
692,挫,crush:break:sprain:discourage,8,,くじ.く:くじ.ける:ザ:サ,632b
693,才,genius:years old:cubic shaku,2,2,サイ,624d
694,再,again:twice:second time,5,2,ふたた.び:サイ:サ,518d
695,災,disaster:calamity:woe:curse:evil,5,1,わざわ.い:サイ,707d
696,妻,wife:spouse,5,2,つま:サイ,59bb
697,采,dice:form:appearance:take:gather:coloring,8,1,と.る:いろどり:サイ,91c7
698,砕,smash:break:crush:familiar:popular,8,1,くだ.く:くだ.ける:サイ,7815
699,宰,superintend:manager:rule,8,1,サイ,5bb0
700,栽,plantation:planting,8,1,サイ,683d
701,彩,coloring:paint:makeup,8,1,いろど.る:サイ,5f69
702,採,pick:take:fetch:take up,5,2,と.る:サイ,63a1
703,済,settle:relieve (burden):finish:come to an end:excusable:need not,6,2,す.む:-ず.み:-ずみ:す.まない:す.ます:-す.ます:すく.う:な.す:わたし:わた.る:サイ:セイ,6e08
704,祭,ritual:offer prayers:celebrate:deify:enshrine:worship,3,2,まつ.る:まつ.り:まつり:サイ,796d
705,斎,purification:Buddhist food:room:worship:avoid:alike,8,1,とき:つつし.む:ものいみ:い.む:いわ.う:いつ.く:サイ,658e
706,細,dainty:get thin:taper:slender:narrow:detailed:precise,2,2,ほそ.い:ほそ.る:こま.か:こま.かい:サイ,7d30
707,菜,vegetable:side dish:greens,4,3,な:サイ,83dc
708,最,utmost:most:extreme,4,2,もっと.も:つま:サイ:シュ,6700
709,裁,tailor:judge:decision:cut out (pattern),6,1,た.つ:さば.く:サイ,88c1
710,債,bond:loan:debt,8,1,サイ,50b5
711,催,sponsor:hold (a meeting):give (a dinner),8,1,もよう.す:もよお.す:サイ,50ac
712,塞,close:shut:cover:block:obstruct,8,,ふさ.ぐ:とりで:み.ちる:ソク:サイ,585e
713,歳,year-end:age:occasion:opportunity,8,2,とし:とせ:よわい:サイ:セイ,6b73
714,載,ride:board:get on:place:spread:10**44:record:publish,8,1,の.せる:の.る:サイ,8f09
715,際,occasion:side:edge:verge:dangerous:adventurous:indecent:time:when,5,2,きわ:-ぎわ:サイ,969b
716,埼,cape:spit:promontory,8,,さき:さい:みさき:キ,57fc
717,在,exist:outskirts:suburbs:located in,5,2,あ.る:ザイ,5728
718,材,lumber:log:timber:wood:materials:ingredients:talent,4,2,ザイ,6750
719,剤,dose:medicine:drug,8,1,かる:けず.る:ザイ:スイ:セイ,5264
720,財,property:money:wealth:assets,5,2,たから:ザイ:サイ:ゾク,8ca1
721,罪,guilt:sin:crime:fault:blame:offense,5,2,つみ:ザイ,7f6a
722,崎,promontory:cape:spit,8,1,さき:さい:みさき:キ,5d0e
723,作,make:production:prepare:build,2,3,つく.る:つく.り:-づく.り:サク:サ,4f5c
724,削,plane:sharpen:whittle:pare:shave,8,1,けず.る:はつ.る:そ.ぐ:サク,524a
725,昨,yesterday:previous,4,2,サク,6628
726,柵,stockade:fence:weir:entwine around,8,,しがら.む:しがらみ:とりで:やらい:サク:サン,67f5
727,索,cord:rope:searching:inquiring,8,1,サク,7d22
728,策,scheme:plan:policy:step:means,6,1,サク,7b56
729,酢,vinegar:sour:acid:tart,8,1,す:サク,9162
730,搾,squeeze,8,1,しぼ.る:サク,643e
731,錯,confused:mix:be in disorder,8,1,サク:シャク,932f
732,咲,blossom:bloom,8,2,さ.く:-ざき:ショウ,54b2
733,冊,tome:counter for books:volume,6,2,ふみ:サツ:サク,518a
734,札,tag:paper money:counter for bonds:placard:bid,4,2,ふだ:サツ,672d
735,刷,printing:print:brush,4,2,す.る:-ず.り:-ずり:は.く:サツ,5237
736,刹,temple,8,,セチ:セツ:サツ,5239
737,拶,be imminent:draw close,8,,せま.る:サツ,62f6
738,殺,kill:murder:butcher:slice off:split:diminish:reduce:spoil,4,2,ころ.す:-ごろ.し:そ.ぐ:サツ:サイ:セツ,6bba
739,察,guess:presume:surmise:judge:understand,4,2,サツ,5bdf
740,撮,snapshot:take pictures,8,1,と.る:つま.む:-ど.り:サツ,64ae
741,擦,grate:rub:scratch:scrape:chafe:scour,8,1,す.る:す.れる:-ず.れ:こす.る:こす.れる:サツ,64e6
742,雑,miscellaneous,5,2,まじ.える:まじ.る:ザツ:ゾウ,96d1
743,皿,dish:a helping:plate,3,2,さら:ベイ,76bf
744,三,three,1,4,み:み.つ:みっ.つ:サン:ゾウ,4e09
745,山,mountain,1,4,やま:サン:セン,5c71
746,参,nonplussed:three (in documents):going:coming:visiting:visit:be defeated:die:be madly in love:participate:take part in,4,2,まい.る:まい-:まじわる:みつ:サン:シン,53c2
747,桟,scaffold:cleat:frame:jetty:bolt (door),8,1,かけはし:サン:セン,685f
748,蚕,silkworm,6,1,かいこ:こ:サン:テン,8695
749,惨,wretched:disaster:cruelty:harsh,8,1,みじ.め:いた.む:むご.い:サン:ザン,60e8
750,産,products:bear:give birth:yield:childbirth:native:property,4,3,う.む:う.まれる:うぶ-:む.す:サン,7523
751,傘,umbrella,8,1,かさ:サン,5098
752,散,scatter:disperse:spend:squander,4,2,ち.る:ち.らす:-ち.らす:ち.らかす:ち.らかる:ち.らばる:ばら:ばら.ける:サン,6563
753,算,calculate:divining:number:abacus:probability,2,2,そろ:サン,7b97
754,酸,acid:bitterness:sour:tart,5,1,す.い:サン,9178
755,賛,approve:praise:title or inscription on picture:assist:agree with,5,2,たす.ける:たた.える:サン,8cdb
756,残,remainder:leftover:balance,4,2,のこ.る:のこ.す:そこな.う:のこ.り:ザン:サン,6b8b
757,斬,beheading:kill:murder,8,,き.る:ザン:サン:セン:ゼン,65ac
758,暫,temporarily:a while:moment:long time,8,1,しばら.く:ザン,66ab
759,士,gentleman:scholar:samurai:samurai radical (no. 33),4,1,さむらい:シ,58eb
760,子,child:sign of the rat:11PM-1AM:first sign of Chinese zodiac,1,4,こ:-こ:ね:シ:ス:ツ,5b50
761,支,branch:support:sustain:branch radical (no. 65),5,2,ささ.える:つか.える:か.う:シ,652f
762,止,stop:halt,2,3,と.まる:-ど.まり:と.める:-と.める:-ど.め:とど.める:とど.め:とど.まる:や.める:や.む:-や.む:よ.す:-さ.す:-さ.し:シ,6b62
763,氏,family name:surname:clan,4,1,うじ:-うじ:シ,6c0f
764,仕,attend:doing:official:serve,3,3,つか.える:シ:ジ,4ed5
765,史,history:chronicle,4,2,シ,53f2
766,司,director:official:govt office:rule:administer,4,2,つかさど.る:シ,53f8
767,四,four,1,4,よ:よ.つ:よっ.つ:よん:シ,56db
768,市,market:city:town,2,3,いち:シ,5e02
769,矢,dart:arrow,2,1,や:シ,77e2
770,旨,delicious:relish:show a liking for:purport:will:clever:expert,8,1,むね:うま.い:シ,65e8
771,死,death:die,3,3,し.ぬ:し.に-:シ,6b7b
772,糸,thread,1,2,いと:シ,7cf8
773,至,climax:arrive:proceed:reach:attain:result in,6,1,いた.る:シ,81f3
774,伺,pay respects:visit:ask:inquire:question:implore,8,2,うかが.う:シ,4f3a
775,志,intention:plan:resolve:aspire:motive:hopes:shilling,5,2,シリング:こころざ.す:こころざし:シ,5fd7
776,私,private:I:me,6,3,わたくし:わたし:シ,79c1
777,使,use:send on a mission:order:messenger:envoy:ambassador:cause,3,3,つか.う:つか.い:-つか.い:-づか.い:シ,4f7f
778,刺,thorn:pierce:stab:prick:sting:calling card,8,2,さ.す:さ.さる:さ.し:さし:とげ:シ,523a
779,始,commence:begin,3,3,はじ.める:-はじ.める:はじ.まる:シ,59cb
780,姉,elder sister,2,3,あね:はは:シ,59c9
781,枝,bough:branch:twig:limb:counter for branches,5,2,えだ:シ,679d
782,祉,welfare:happiness,8,1,シ,7949
783,肢,limb:arms & legs,8,1,シ,80a2
784,姿,figure:form:shape,6,1,すがた:シ,59ff
785,思,think,2,3,おも.う:おもえら.く:おぼ.す:シ,601d
786,指,finger:point to:indicate:put into:play (chess):measure (ruler),3,2,ゆび:さ.す:-さ.し:シ,6307
787,施,give:bestow:perform:alms,8,1,ほどこ.す:シ:セ,65bd
788,師,expert:teacher:master:model:exemplar:army (incl. counter):war,5,2,いくさ:シ,5e2b
789,恣,selfish:arbitrary,8,,ほしいまま:シ,6063
790,紙,paper,2,3,かみ:シ,7d19
791,脂,fat:grease:tallow:lard:rosin:gum:tar,8,2,あぶら:シ,8102
792,視,inspection:regard as:see:look at,6,1,み.る:シ,8996
793,紫,purple:violet,8,1,むらさき:シ,7d2b
794,詞,part of speech:words:poetry,6,2,ことば:シ,8a5e
795,歯,tooth:cog,3,2,よわい:は:よわ.い:よわい.する:シ,6b6f
796,嗣,heir:succeed,8,1,シ,55e3
797,試,test:try:attempt:experiment:ordeal,4,3,こころ.みる:ため.す:シ,8a66
798,詩,poem:poetry,3,1,うた:シ,8a69
799,資,assets:resources:capital:funds:data:be conducive to:contribute to,5,2,シ,8cc7
800,飼,domesticate:raise:keep:feed,5,1,か.う:シ,98fc
801,誌,document:records,6,2,シ,8a8c
802,雌,feminine:female,8,1,め-:めす:めん:シ,96cc
803,摯,gift:seriousness,8,,いた.る:シ,646f
804,賜,grant:gift:boon:results,8,1,たまわ.る:たま.う:たも.う:シ,8cdc
805,諮,consult with,8,1,はか.る:シ,8aee
806,示,show:indicate:point out:express:display,5,2,しめ.す:ジ:シ,793a
807,字,character:letter:word:section of village,1,3,あざ:あざな:-な:ジ,5b57
808,寺,Buddhist temple,2,2,てら:ジ,5bfa
809,次,next:order:sequence,3,2,つ.ぐ:つぎ:ジ:シ,6b21
810,耳,ear,1,4,みみ:ジ,8033
811,自,oneself,2,3,みずか.ら:おの.ずから:おの.ずと:ジ:シ,81ea
812,似,becoming:resemble:counterfeit:imitate:suitable,5,2,に.る:ひ.る:ジ,4f3c
813,児,newborn babe:child:young of animals,4,2,こ:-こ:-っこ:ジ:ニ:ゲイ,5150
814,事,matter:thing:fact:business:reason:possibly,3,3,こと:つか.う:つか.える:ジ:ズ,4e8b
815,侍,waiter:samurai:wait upon:serve,8,1,さむらい:はべ.る:ジ:シ,4f8d
816,治,reign:be at peace:calm down:subdue:quell:govt:cure:heal:rule:conserve,4,2,おさ.める:おさ.まる:なお.る:なお.す:ジ:チ,6cbb
817,持,hold:have,3,3,も.つ:-も.ち:も.てる:ジ,6301
818,時,time:hour,2,4,とき:-どき:ジ,6642
819,滋,nourishing:more & more:be luxuriant:planting:turbidity,8,1,ジ:シ,6ecb
820,慈,mercy,8,1,いつく.しむ:ジ,6148
821,辞,resign:word:term:expression,4,2,や.める:いな.む:ジ,8f9e
822,磁,magnet:porcelain,6,1,ジ,78c1
823,餌,food:bait:prey:tempting profit,8,,え:えば:えさ:もち:ジ:ニ,990c
824,璽,emperor's seal,8,1,ジ,74bd
825,鹿,deer,8,1,しか:か:ロク,9e7f
826,式,style:ceremony:rite:function:method:system:form:expression,3,2,シキ,5f0f
827,識,discriminating:know:write,5,2,し.る:しる.す:シキ,8b58
828,軸,axis:pivot:stem:stalk:counter for book scrolls,8,1,ジク,8ef8
829,七,seven,1,4,なな:なな.つ:なの:シチ,4e03
830,𠮟,,,,,20B9F
831,失,lose:error:fault:disadvantage:loss,4,2,うしな.う:う.せる:シツ,5931
832,室,room:apartment:chamber:greenhouse:cellar,2,3,むろ:シツ,5ba4
833,疾,rapidly,8,1,はや.い:シツ,75be
834,執,tenacious:take hold:grasp:take to heart,8,1,と.る:シツ:シュウ,57f7
835,湿,damp:wet:moist,8,2,しめ.る:しめ.す:うるお.う:うるお.す:シツ:シュウ,6e7f
836,嫉,jealous:envy,8,,そね.む:ねた.む:にく.む:シツ,5ac9
837,漆,lacquer:varnish:seven,8,1,うるし:シツ,6f06
838,質,substance:quality:matter:temperament,5,3,たち:ただ.す:もと:わりふ:シツ:シチ:チ,8cea
839,実,reality:truth,3,2,み:みの.る:まこと:みの:みち.る:ジツ:シツ,5b9f
840,芝,turf:lawn,8,1,しば:シ,829d
841,写,copy:be photographed:describe,3,3,うつ.す:うつ.る:うつ-:うつ.し:シャ:ジャ,5199
842,社,company:firm:office:association:shrine,2,4,やしろ:シャ,793e
843,車,car,1,4,くるま:シャ,8eca
844,舎,cottage:inn:hut:house:mansion,5,1,やど.る:シャ:セキ,820e
845,者,someone:person,3,3,もの:シャ,8005
846,射,shoot:shine into:onto:archery,6,1,い.る:さ.す:う.つ:シャ,5c04
847,捨,discard:throw away:abandon:resign:reject:sacrifice,6,2,す.てる:シャ,6368
848,赦,pardon:forgiveness,8,1,シャ,8d66
849,斜,diagonal:slanting:oblique,8,1,なな.め:はす:シャ,659c
850,煮,boil:cook,8,1,に.る:-に:に.える:に.やす:シャ,716e
851,遮,intercept:interrupt:obstruct,8,1,さえぎ.る:シャ,906e
852,謝,apologize:thank:refuse,5,1,あやま.る:シャ,8b1d
853,邪,wicked:injustice:wrong,8,1,よこし.ま:ジャ,90aa
854,蛇,snake:serpent:hard drinker,8,1,へび:ジャ:ダ:イ:ヤ,86c7
855,尺,shaku:Japanese foot:measure:scale:rule,6,1,シャク,5c3a
856,借,borrow:rent,4,3,か.りる:シャク,501f
857,酌,bar-tending:serving sake:the host:draw (water):ladle:scoop:pump,8,1,く.む:シャク,914c
858,釈,explanation,8,1,とく:す.てる:ゆる.す:シャク:セキ,91c8
859,爵,baron:peerage:court rank,8,1,シャク,7235
860,若,young:if:perhaps:possibly:low number:immature,6,2,わか.い:わか-:も.しくわ:も.し:も.しくは:ごと.し:ジャク:ニャク:ニャ,82e5
861,弱,weak:frail,2,3,よわ.い:よわ.る:よわ.まる:よわ.める:ジャク,5f31
862,寂,loneliness:quietly:mellow:mature:death of a priest,8,1,さび:さび.しい:さび.れる:さみ.しい:ジャク:セキ,5bc2
863,手,hand,1,4,て:て-:-て:た-:シュ:ズ,624b
864,主,lord:chief:master:main thing:principal,3,3,ぬし:おも:あるじ:シュ:ス:シュウ,4e3b
865,守,guard:protect:defend:obey,3,2,まも.る:まも.り:もり:-もり:かみ:シュ:ス,5b88
866,朱,vermilion:cinnabar:scarlet:red:bloody,8,1,あけ:シュ,6731
867,取,take:fetch:take up,3,2,と.る:と.り:と.り-:とり:-ど.り:シュ,53d6
868,狩,hunt:raid:gather,8,1,か.る:か.り:-が.り:シュ,72e9
869,首,neck:counter for songs and poems,2,3,くび:シュ,9996
870,殊,particularly:especially:exceptionally,8,1,こと:シュ,6b8a
871,珠,pearl:gem:jewel,8,1,たま:シュ,73e0
872,酒,sake:alcohol,3,2,さけ:さか-:シュ,9152
873,腫,tumor:swelling,8,,は.れる:は.れ:は.らす:く.む:はれもの:シュ:ショウ,816b
874,種,species:kind:class:variety:seed,4,2,たね:-ぐさ:シュ,7a2e
875,趣,purport:gist:elegance:interest:proceed to:tend:become,8,1,おもむき:おもむ.く:シュ,8da3
876,寿,longevity:congratulations:one's natural life,8,1,ことぶき:ことぶ.く:ことほ.ぐ:ジュ:ス:シュウ,5bff
877,受,accept:undergo:answer (phone):take:get:catch:receive,3,2,う.ける:-う.け:う.かる:ジュ,53d7
878,呪,spell:curse:charm:malediction,8,,まじな.う:のろ.い:まじな.い:のろ.う:ジュ:シュ:シュウ:ズ,546a
879,授,impart:instruct:grant:confer,5,2,さず.ける:さず.かる:ジュ,6388
880,需,demand:request:need,8,1,ジュ,9700
881,儒,Confucian,8,1,ジュ,5112
882,樹,timber:trees:wood:establish:set up,6,1,き:ジュ,6a39
883,収,income:obtain:reap:pay:supply:store,6,2,おさ.める:おさ.まる:シュウ,53ce
884,囚,captured:criminal:arrest:catch,8,1,とら.われる:シュウ,56da
885,州,state:province,3,2,す:シュウ:ス,5dde
886,舟,boat:ship,8,2,ふね:ふな-:-ぶね:シュウ,821f
887,秀,excel:excellence:beauty:surpass,8,1,ひい.でる:シュウ,79c0
888,周,circumference:circuit:lap,4,2,まわ.り:シュウ,5468
889,宗,religion:sect:denomination:main point:origin:essence,6,1,むね:シュウ:ソウ,5b97
890,拾,pick up:gather:find:go on foot:ten,3,2,ひろ.う:シュウ:ジュウ,62fe
891,秋,autumn,2,3,あき:とき:シュウ,79cb
892,臭,stinking:ill-smelling:suspicious looking:odor:savor:fragrance:be fragrant:stink:glow:be bright,8,1,くさ.い:-くさ.い:にお.う:にお.い:シュウ,81ed
893,修,discipline:conduct oneself well:study:master,5,2,おさ.める:おさ.まる:シュウ:シュ,4fee
894,袖,sleeve:wing (building):extension:give cold shoulder,8,,そで:シュウ,8896
895,終,end:finish,3,3,お.わる:-お.わる:おわ.る:お.える:つい:つい.に:シュウ,7d42
896,羞,feel ashamed,8,,はじ.る:すすめ.る:は.ずかしい:シュウ,7f9e
897,習,learn,3,3,なら.う:なら.い:シュウ:ジュ,7fd2
898,週,week,2,4,シュウ,9031
899,就,concerning:settle:take position:depart:study:per,6,1,つ.く:つ.ける:シュウ:ジュ,5c31
900,衆,masses:great numbers:multitude:populace,6,1,おお.い:シュウ:シュ,8846
901,集,gather:meet:congregate:swarm:flock,3,3,あつ.まる:あつ.める:つど.う:シュウ,96c6
902,愁,distress:grieve:lament:be anxious,8,1,うれ.える:うれ.い:シュウ,6101
903,酬,repay:reward:retribution,8,1,むく.いる:シュウ:シュ:トウ,916c
904,醜,ugly:unclean:shame:bad looking,8,1,みにく.い:しこ:シュウ,919c
905,蹴,kick,8,,け.る:シュク:シュウ,8e74
906,襲,attack:advance on:succeed to:pile:heap,8,1,おそ.う:かさ.ね:シュウ,8972
907,十,ten,1,4,とお:と:ジュウ:ジッ:ジュッ,5341
908,汁,soup:juice:broth:sap:gravy:pus,8,1,しる:-しる:つゆ:ジュウ,6c41
909,充,allot:fill,8,1,あ.てる:み.たす:ジュウ,5145
910,住,dwell:reside:live:inhabit,3,3,す.む:す.まう:-ず.まい:ジュウ:ヂュウ:チュウ,4f4f
911,柔,tender:weakness:gentleness:softness,8,2,やわ.らか:やわ.らかい:やわ:やわ.ら:ジュウ:ニュウ,67d4
912,重,heavy:important:esteem:respect:heap up:pile up:nest of boxes:-fold,3,3,え:おも.い:おも.り:おも.なう:かさ.ねる:かさ.なる:おも:ジュウ:チョウ,91cd
913,従,accompany:obey:submit to:comply:follow:secondary:incidental:subordinate,6,1,したが.う:したが.える:より:ジュウ:ショウ:ジュ,5f93
914,渋,astringent:hesitate:reluctant:have diarrhea,8,1,しぶ:しぶ.い:しぶ.る:ジュウ:シュウ,6e0b
915,銃,gun:arms,8,1,つつ:ジュウ,9283
916,獣,animal:beast,8,1,けもの:けだもの:ジュウ,7363
917,縦,vertical:length:height:self-indulgent:wayward,6,1,たて:ジュウ,7e26
918,叔,uncle:youth,8,1,シュク,53d4
919,祝,celebrate:congratulate,4,2,いわ.う:シュク:シュウ,795d
920,宿,inn:lodging:relay station:dwell:lodge:be pregnant:home:dwelling,3,2,やど:やど.る:やど.す:シュク,5bbf
921,淑,graceful:gentle:pure,8,1,しと.やか:シュク,6dd1
922,粛,solemn:quietly:softly,8,1,つつし.む:シュク:スク,7c9b
923,縮,shrink:contract:shrivel:wrinkle:reduce,6,1,ちぢ.む:ちぢ.まる:ちぢ.める:ちぢ.れる:ちぢ.らす:シュク,7e2e
924,塾,cram school:private school,8,1,ジュク,587e
925,熟,mellow:ripen:mature:acquire skill,6,1,う.れる:ジュク,719f
926,出,exit:leave:go out:come out:put out:protrude,1,4,で.る:-で:だ.す:-だ.す:い.でる:い.だす:シュツ:スイ,51fa
927,述,mention:state:speak:relate,5,2,の.べる:ジュツ,8ff0
928,術,art:technique:skill:means:trick:resources:magic,5,2,すべ:ジュツ,8853
929,俊,sagacious:genius:excellence,8,1,シュン,4fca
930,春,springtime:spring (season),2,3,はる:シュン,6625
931,瞬,wink:blink:twinkle,8,1,またた.く:まじろ.ぐ:シュン,77ac
932,旬,decameron:ten-day period:season (for specific products),8,1,ジュン:シュン,65ec
933,巡,patrol:go around:circumference,8,1,めぐ.る:めぐ.り:ジュン,5de1
934,盾,shield:escutcheon:pretext,8,1,たて:ジュン,76fe
935,准,quasi-:semi-:associate,8,1,ジュン,51c6
936,殉,martyrdom:follow by resigning,8,1,ジュン,6b89
937,純,genuine:purity:innocence:net (profit),6,2,ジュン,7d14
938,循,sequential:follow,8,1,ジュン,5faa
939,順,obey:order:turn:right:docility:occasion,4,2,ジュン,9806
940,準,semi-:correspond to:proportionate to:conform:imitate,5,2,じゅん.じる:じゅん.ずる:なぞら.える:のり:ひと.しい:みずもり:ジュン,6e96
941,潤,wet:be watered:profit by:receive benefits:favor:charm:steep,8,1,うるお.う:うるお.す:うる.む:ジュン,6f64
942,遵,abide by:follow:obey:learn,8,1,ジュン,9075
943,処,dispose:manage:deal with:sentence:condemn:act:behave:place,6,2,ところ:-こ:お.る:ショ,51e6
944,初,first time:beginning,4,2,はじ.め:はじ.めて:はつ:はつ-:うい-:-そ.める:-ぞ.め:ショ,521d
945,所,place:extent,3,3,ところ:-ところ:どころ:とこ:ショ,6240
946,書,write,2,4,か.く:-が.き:-がき:ショ,66f8
947,庶,commoner:all:bastard,8,1,ショ,5eb6
948,暑,sultry:hot:summer heat,3,3,あつ.い:ショ,6691
949,署,signature:govt office:police station,6,2,ショ,7f72
950,緒,thong:beginning:inception:end:cord:strap:mental or emotional state,8,2,お:いとぐち:ショ:チョ,7dd2
951,諸,various:many:several:together,6,2,もろ:ショ,8af8
952,女,woman:female,1,4,おんな:め:ジョ:ニョ:ニョウ,5973
953,如,likeness:like:such as:as if:better:best:equal,8,1,ごと.し:ジョ:ニョ,5982
954,助,help:rescue:assist,3,2,たす.ける:たす.かる:す.ける:すけ:ジョ,52a9
955,序,preface:beginning:order:precedence:occasion:chance:incidentally,5,1,つい.で:ついで:ジョ,5e8f
956,叙,confer:relate:narrate:describe,8,1,つい.ず:ついで:ジョ,53d9
957,徐,gradually:slowly:deliberately:gently,8,1,おもむ.ろに:ジョ,5f90
958,除,exclude:division (x/3):remove:abolish:cancel:except,6,2,のぞ.く:-よ.け:ジョ:ジ,9664
959,小,little:small,1,4,ちい.さい:こ-:お-:さ-:ショウ,5c0f
960,升,measuring box:1.8 liter,8,1,ます:ショウ,5347
961,少,few:little,2,4,すく.ない:すこ.し:ショウ,5c11
962,召,seduce:call:send for:wear:put on:ride in:buy:eat:drink:catch (cold),8,2,め.す:ショウ,53ec
963,匠,artisan:workman:carpenter,8,1,たくみ:ショウ,5320
964,床,bed:counter for beds:floor:padding:tatami,8,2,とこ:ゆか:ショウ,5e8a
965,抄,extract:selection:summary:copy:spread thin,8,1,ショウ,6284
966,肖,resemblance,8,1,あやか.る:ショウ,8096
967,尚,esteem:furthermore:still:yet,8,1,なお:ショウ,5c1a
968,招,beckon:invite:summon:engage,5,2,まね.く:ショウ,62db
969,承,acquiesce:hear:listen to:be informed:receive,5,2,うけたまわ.る:う.ける:ショウ:ジョウ,627f
970,昇,rise up,8,2,のぼ.る:ショウ,6607
971,松,pine tree,4,1,まつ:ショウ,677e
972,沼,marsh:lake:bog:swamp:pond,8,1,ぬま:ショウ,6cbc
973,昭,shining:bright,3,1,ショウ,662d
974,宵,wee hours:evening:early night,8,1,よい:ショウ,5bb5
975,将,leader:commander:general:admiral:or:and again:soon:from now on:just about,6,2,まさ.に:はた:まさ:ひきい.る:もって:ショウ:ソウ,5c06
976,消,extinguish:blow out:turn off:neutralize:cancel,3,2,き.える:け.す:ショウ,6d88
977,症,symptoms:illness,8,1,ショウ,75c7
978,祥,auspicious:happiness:blessedness:good omen:good fortune,8,1,さいわ.い:きざ.し:よ.い:つまび.らか:ショウ,7965
979,称,appellation:praise:admire:name:title:fame,8,1,たた.える:とな.える:あ.げる:かな.う:はか.り:はか.る:ほめ.る:ショウ,79f0
980,笑,laugh,4,2,わら.う:え.む:ショウ,7b11
981,唱,chant:recite:call upon:yell,4,1,とな.える:ショウ,5531
982,商,make a deal:selling:dealing in:merchant,3,2,あきな.う:ショウ,5546
983,渉,ford:go cross:transit:ferry:import:involve,8,1,わた.る:ショウ,6e09
984,章,badge:chapter:composition:poem:design,3,2,ショウ,7ae0
985,紹,introduce:inherit:help,8,2,ショウ,7d39
986,訟,sue:accuse,8,1,ショウ,8a1f
987,勝,victory:win:prevail:excel,3,2,か.つ:-が.ち:まさ.る:すぐ.れる:かつ:ショウ,52dd
988,掌,manipulate:rule:administer:conduct:palm of hand,8,1,てのひら:たなごころ:ショウ,638c
989,晶,sparkle:clear:crystal,8,1,ショウ,6676
990,焼,bake:burning,4,2,や.く:や.き:や.き-:-や.き:や.ける:ショウ,713c
991,焦,char:hurry:impatient:irritate:burn:scorch:singe,8,1,こ.げる:こ.がす:こ.がれる:あせ.る:ショウ,7126
992,硝,nitrate:saltpeter,8,1,ショウ,785d
993,粧,cosmetics:adorn (one's person),8,1,ショウ,7ca7
994,詔,imperial edict,8,1,みことのり:ショウ,8a54
995,証,evidence:proof:certificate,5,1,あかし:ショウ,8a3c
996,象,elephant:pattern after:imitate:image:shape:sign (of the times),4,2,かたど.る:ショウ:ゾウ,8c61
997,傷,wound:hurt:injure:impair:pain:injury:cut:gash:scar:weak point,6,1,きず:いた.む:いた.める:ショウ,50b7
998,奨,exhort:urge:encourage,8,1,すす.める:ショウ:ソウ,5968
999,照,illuminate:shine:compare:bashful,4,2,て.る:て.らす:て.れる:ショウ,7167
1000,詳,detailed:full:minute:accurate:well-informed,8,1,くわ.しい:つまび.らか:ショウ,8a73
1001,彰,patent:clear,8,1,ショウ,5f70
1002,障,hinder:hurt:harm,6,1,さわ.る:ショウ,969c
1003,憧,yearn after:long for:aspire to:admire:adore,8,1,あこが.れる:ショウ:トウ:ドウ,61a7
1004,衝,collide:brunt:highway:opposition (astronomy):thrust:pierce:stab:prick,8,1,つ.く:ショウ,885d
1005,賞,prize:reward:praise,4,2,ほ.める:ショウ,8cde
1006,償,reparation:make up for:recompense:redeem,8,1,つぐな.う:ショウ,511f
1007,礁,reef:sunken rock,8,1,ショウ,7901
1008,鐘,bell:gong:chimes,8,1,かね:ショウ,9418
1009,上,above:up,1,4,うえ:-うえ:うわ-:かみ:あ.げる:-あ.げる:あ.がる:-あ.がる:あ.がり:-あ.がり:のぼ.る:のぼ.り:のぼ.せる:のぼ.す:たてまつ.る:ジョウ:ショウ:シャン,4e0a
1010,丈,length:ten shaku:measure:Mr.:Ms.:height:stature:all (one has):only:that's all:merely,8,1,たけ:だけ:ジョウ,4e08
1011,冗,superfluous:uselessness,8,1,ジョウ,5197
1012,条,article:clause:item:stripe:streak,5,2,えだ:すじ:ジョウ:チョウ:デキ,6761
1013,状,status quo:conditions:circumstances:form:appearance,5,2,ジョウ,72b6
1014,乗,ride:power:multiplication:record:counter for vehicles:board:mount:join,3,3,の.る:-の.り:の.せる:ジョウ:ショウ,4e57
1015,城,castle,6,2,しろ:ジョウ:セイ,57ce
1016,浄,clean:purify:cleanse:exorcise:Manchu Dynasty,8,1,きよ.める:きよ.い:ジョウ:セイ,6d44
1017,剰,surplus:besides,8,1,あまつさえ:あま.り:あま.る:ジョウ,5270
1018,常,usual:ordinary:normal:common:regular:continually:always:long-lasting,5,2,つね:とこ-:ジョウ,5e38
1019,情,feelings:emotion:passion:sympathy:circumstances:facts,5,2,なさ.け:ジョウ:セイ,60c5
1020,場,location:place,2,3,ば:ジョウ:チョウ,5834
1021,畳,tatami mat:counter for tatami mats:fold:shut up:do away with,8,2,たた.む:たたみ:かさ.なる:ジョウ:チョウ,7573
1022,蒸,steam:heat:sultry:foment:get musty,6,2,む.す:む.れる:む.らす:ジョウ:セイ,84b8
