num,kanji,radicals,meaning,concept,subconcept
755,賛,二亠人大貝,approve,,
756,残,丶丿歹毛,remainder,,
757,斬,斤車,cut with a sword,Human_activities,War_(戦)
758,暫,斤日車,a while,Time_(時),
759,士,士,man or gentleman,People_(人),Roles_and_status
760,子,子,child,People_(人),General
761,支,十又,branch,,
762,止,止,stop,Body_(身),Actions
763,氏,氏,courtesy title,People_(人),Roles_and_status
764,仕,士亻,do,,
765,史,丿口,history,,
766,司,亅口,director,,
767,四,儿囗,4,Numbers_(数),
768,市,亠巾,market,,
769,矢,丿大,arrow,,
770,旨,匕日,delicious,,
771,死,匕夕歹,death,Body_(身),Health_(体)
772,糸,小幺,thread,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
773,至,厶土,climax,,
774,伺,亅口亻,pay respects,,
775,志,士心,intention,,
776,私,厶禾,I or me,People_(人),General
777,使,丿口亻,messenger,People_(人),Roles_and_status
778,刺,｜亅八冂巾木刂,thorn,,
779,始,厶口女,begin,Time_(時),
780,姉,亠女巾,older sister,People_(人),Family_(家_/_族)
781,枝,十又支木,branch,Nature,Plants_(植)_and_Trees_(樹)
782,祉,止礻,welfare,,
783,肢,十又支月,limb,,
784,姿,冫女欠,figure,Physical_Attributes_and_Properties,Form_and_Shape_(形)
785,思,心田,to think,Emotions_and_Senses_(感),Judgment_(評)
786,指,匕日扌,finger,Body_(身),Limbs_(肢)
787,施,丿方也,carry out,,
788,師,｜口巾,expert,People_(人),Roles_and_status
789,恣,冫心欠,selfish,,
790,紙,氏糸,paper,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
791,脂,匕日月,fat or resin,Nature,Natural_Substances
792,視,見礻,look at,,
793,紫,匕止糸,violet,Physical_Attributes_and_Properties,Colours_(色)
794,詞,亅口言,words,Human_activities,Language_(語)_and_Communication
795,歯,凵止米齒,tooth,Body_(身),Head_(頭)_and_Neck_(首)
796,嗣,｜亅冂口,heir,,
797,試,工弋言,test,,
798,詩,土寸言,poetry,Human_activities,Culture
799,資,冫欠貝,capital,Human_activities,Money_(銭)_and_Commerce_(商)
800,飼,亅口艮食个,domesticate,,
801,誌,士心言,"document, journal",Human_activities,Language_(語)_and_Communication
802,雌,匕止隹,feminine,,
803,摯,丶丿十手立辛九,seriousness,,
804,賜,日貝勿,grant,,
805,諮,冫口欠言,consult with,,
806,示,示,indicate,,
807,字,子宀,character,Human_activities,Language_(語)_and_Communication
808,寺,土寸,Buddhist temple,Human_activities,Religion_(宗)_and_the_Supernatural_World
809,次,冫欠,next,Numbers_(数),Counting_(計)_&_Sequence_(序)
810,耳,耳,ear,Body_(身),Head_(頭)_and_Neck_(首)
811,自,自,oneself,People_(人),General
812,似,丶人亻,becoming,,
813,児,｜儿日,child,People_(人),General
814,事,亅口彐,abstract thing,,
815,侍,土寸亻,waiter,,
816,治,厶口氵,cure,Body_(身),Health_(体)
817,持,土寸扌,hold,,
818,時,土寸日,hour,Time_(時),Divisions_of_the_Day
819,滋,幺丷氵,nourishing,,
820,慈,幺心丷,affection or benevolence,Emotions_and_Senses_(感),Emotions_(情)
821,辞,十口立舌辛,word,Human_activities,Language_(語)_and_Communication
822,磁,口幺石丷,porcelain,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
823,餌,耳艮食,bait,,
824,璽,｜八冂爻玉,emperor's seal,,
825,鹿,广比,deer,Nature,Animals_(獣)
826,式,工弋,style,,
827,識,戈日立言音,discriminating,,
828,軸,｜日田車,axle,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
829,七,丿乙匕,7,Numbers_(数),
830,𠮟,𠮟,scold,,
831,失,丿二人大,lose,,
832,室,厶土宀至,room,,
833,疾,疒矢,disease,Body_(身),Health_(体)
834,執,丶丿亠十土立辛九,tenacious,,
835,湿,｜日氵,damp,Physical_Attributes_and_Properties,Miscellaneous_properties
836,嫉,女疒矢,"envy, jealousy",Emotions_and_Senses_(感),Emotions_(情)
837,漆,木水个氵,lacquer,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
838,質,斤貝,quality,,
839,実,士大宀,fruit,Food_(食)_and_Drink_(飲),
840,芝,亠艹,turf,,
841,写,冖勹,copy,,
842,社,土礻,Shinto shrine,Human_activities,Religion_(宗)_and_the_Supernatural_World
843,車,車,car,,
844,舎,口土个,cottage,,
845,者,日老,person (usually with qualifier),People_(人),General
846,射,寸身,shoot at,Human_activities,War_(戦)
847,捨,口土个扌,throw away,,
848,赦,土攴赤,pardon,,
849,斜,斗禾个,diagonal,Physical_Attributes_and_Properties,Form_and_Shape_(形)
850,煮,日老灬,boil,,
851,遮,广辶灬,intercept,,
852,謝,寸言身,apologize,,
853,邪,牙阝,wicked,,
854,蛇,匕宀虫,snake,Nature,Animals_(獣)
855,尺,丶尸,Japanese foot (around 30 cm),Numbers_(数),Units_of_Measurement_(測)
856,借,日亻,borrow,,
857,酌,丶勹酉,to serve alcohol,Food_(食)_and_Drink_(飲),Cooking_(炊)
858,釈,丶尸米釆,explanation,,
859,爵,寸爪网艮,noble rank,People_(人),Roles_and_status
860,若,丿口艹,young,Time_(時),
861,弱,冫弓,weak,Physical_Attributes_and_Properties,Miscellaneous_properties
862,寂,卜又宀小,loneliness,Emotions_and_Senses_(感),Emotions_(情)
863,手,手,hand,Body_(身),Limbs_(肢)
864,主,丶玉,master or husband,People_(人),Roles_and_status
865,守,宀寸,protect,,
866,朱,｜丿二八木牛,vermilion,Physical_Attributes_and_Properties,Colours_(色)
867,取,又耳,take,,
868,狩,宀寸犭,hunt,,
869,首,目自丷,neck,,
870,殊,｜丿二八木歹牛,particularly,,
871,珠,｜丿二八木牛玉,pearl or jewel,Nature,Natural_Substances
872,酒,酉氵,alcoholic drink,Food_(食)_and_Drink_(飲),
873,腫,｜日月里,tumor,,
874,種,｜日禾里,kind,,
875,趣,又土耳走,gist,,
876,寿,丿二寸,longevity,,
877,受,冖又爪,accept,,
878,呪,儿口,curse,,
879,授,冖又爪扌,instruct,,
880,需,而雨,demand,,
881,儒,而雨亻,Confucianism,Human_activities,Culture
882,樹,口土寸木豆丷,trees,,
883,収,｜又,take in,,
884,囚,人囗,captured,,
885,州,｜丶巛,state,,
886,舟,舟,boat,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
887,秀,禾乃,excel,,
888,周,冂口土,perimeter,Physical_Attributes_and_Properties,Form_and_Shape_(形)
889,宗,宀示,religion,,
890,拾,口个扌,pick up,,
891,秋,火禾,Autumn,Time_(時),Seasons_(季_/_候)
892,臭,大自,bad smell,Emotions_and_Senses_(感),Senses
893,修,｜彡攴亻,discipline,,
894,袖,｜田衤,sleeve,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
895,終,夂糸,end,Time_(時),
896,羞,丿彐玉羊丷,shame,Emotions_and_Senses_(感),Emotions_(情)
897,習,冫白羽,learn,,
898,週,冂口土辶,week,Time_(時),Divisions_of_the_Year
899,就,丶亠口小尢尤,concerning,,
900,衆,皿血,masses,,
901,集,木隹,collect,,
902,愁,心火禾,melancholy,Emotions_and_Senses_(感),Emotions_(情)
903,酬,｜丶巛酉,repay,,
904,醜,儿匕田酉鬼,ugly,,
905,蹴,丶丿乙亠口小尢足尤,kick,,
906,襲,月立衣,raid,Human_activities,War_(戦)
907,十,十,10,Numbers_(数),
908,汁,十氵,"juice, soup",Food_(食)_and_Drink_(飲),
909,充,亠儿厶,allot,,
910,住,丶玉亻,dwelling,,
911,柔,木矛マ,tender,,
912,重,｜丿日里,heavy,Physical_Attributes_and_Properties,Miscellaneous_properties
913,従,彳疋丷,obey,,
914,渋,冫止氵,astringent,,
915,銃,亠儿厶金,gun,,
916,獣,口犬田尚,animal,,
917,縦,彳疋糸丷,vertical,,
918,叔,卜又小,"aunt, uncle",People_(人),Family_(家_/_族)
919,祝,儿口礻,celebrate,,
920,宿,宀白亻,inn,,
921,淑,卜又小氵,graceful,,
922,粛,｜丿彐水米隶,solemn,,
923,縮,宀白糸亻,"to reduce, shrink",Numbers_(数),Calculations_(算)
924,塾,丶亠口土子九,private school,Human_activities,Culture
925,熟,丶亠口子九灬,ripen,,
926,出,｜山,out,Directions_(方)_and_Spatial_Relationships,
927,述,丶十木辶,mention,,
928,術,丶十彳木行,art,,
929,俊,儿厶夂亻,genius,,
930,春,丿二日,Spring,Time_(時),Seasons_(季_/_候)
931,瞬,冖夕爪牛目舛,wink,,
932,旬,勹日,period of 10 days,Time_(時),Divisions_of_the_Year
933,巡,巛辶,patrol,,
934,盾,十厂斤目,shield,,
935,准,冫隹,quasi-,,
936,殉,勹日歹,martyrdom,,
937,純,糸屯,genuine,,
938,循,十厂彳斤目,sequential,,
939,順,巛貝頁,sequence,Numbers_(数),Counting_(計)_&_Sequence_(序)
940,準,十隹氵,standard,,
941,潤,玉門氵,moist,Physical_Attributes_and_Properties,Miscellaneous_properties
942,遵,寸酉丷辶,abide by,,
943,処,几夂攴,dispose,,
944,初,刀衤,first,Numbers_(数),Counting_(計)_&_Sequence_(序)
945,所,戸斤,place,,
946,書,日聿,write,Human_activities,Language_(語)_and_Communication
947,庶,广灬,commoner,,
948,暑,日老,hot,Physical_Attributes_and_Properties,Miscellaneous_properties
949,署,日网老,government office,,
950,緒,日糸老,thong,,
951,諸,日老言,various,,
952,女,女,woman,People_(人),General
953,如,口女,likeness,,
954,助,力目,help,,
955,序,亅子广,preface,,
956,叙,又禾个,confer,,
957,徐,彳禾个,gradually,,
958,除,禾个阝,to divide,Numbers_(数),Calculations_(算)
959,小,小,small,Physical_Attributes_and_Properties,Form_and_Shape_(形)
960,升,丿十廾,(around 1.8 l),Numbers_(数),Units_of_Measurement_(測)
961,少,丿小,few,Numbers_(数),Counting_(計)_&_Sequence_(序)
962,召,刀口,summon,,
963,匠,匚斤,artisan,,
964,床,广木,bed,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
965,抄,丿小扌,extract,,
966,肖,月尚,resemblance,,
967,尚,冂口,esteem,,
968,招,刀口扌,beckon,,
969,承,丿亅二手マ,acquiesce,,
970,昇,丿十廾日,rise up,,
971,松,八厶木,pine,Nature,Plants_(植)_and_Trees_(樹)
972,沼,刀口氵,marsh,Nature,Land_(陸)_and_Topography
973,昭,刀口日,shining,,
974,宵,宀月尚,early evening,Time_(時),Divisions_of_the_Day
975,将,寸爪爿,leader,,
976,消,月尚氵,extinguish,,
977,症,止疒,disease,Body_(身),Health_(体)
978,祥,玉羊丷礻,auspicious,,
979,称,丿小禾,appellation,,
980,笑,大禾竹,laughter,Emotions_and_Senses_(感),Emotions_(情)
981,唱,口日,chant,,
982,商,亠儿冂口立丷,trade,Human_activities,Money_(銭)_and_Commerce_(商)
983,渉,丿小止氵,ford,,
984,章,十日立音,chapter,,
985,紹,刀口糸,introduce,,
986,訟,八厶言,sue,,
987,勝,二人力大月丷,win,,
988,掌,冖口手尚,palm,Body_(身),Limbs_(肢)
989,晶,日,crystal,Nature,Natural_Substances
990,焼,儿十火,to bake,Food_(食)_and_Drink_(飲),Cooking_(炊)
991,焦,隹灬,char,,
992,硝,口月石尚,nitrate,,
993,粧,土广米,cosmetics,,
994,詔,刀口言,imperial edict,,
995,証,止言,evidence,,
996,象,勹口豕,elephant,Nature,Animals_(獣)
997,傷,丿日亻勿,wound,Body_(身),Health_(体)
998,奨,大寸爪爿,exhort,,
999,照,刀口日灬,illuminate,,
1000,詳,玉羊言丷,detailed,,
1001,彰,十彡日立音,patent,,
1002,障,十日立音阝,hurt,,
1003,憧,立里忄,"longing, yearning",Emotions_and_Senses_(感),Emotions_(情)
1004,衝,｜彳日行里,collide,,
1005,賞,冖口貝尚,prize,,
1006,償,冖口貝亻尚,recompense,Human_activities,Money_(銭)_and_Commerce_(商)
1007,礁,口石隹灬,reef,Nature,Land_(陸)_and_Topography
1008,鐘,立里金,bell,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1009,上,卜,up,Directions_(方)_and_Spatial_Relationships,
1010,丈,丶丿,length,,
1011,冗,冖几,superfluous,,
1012,条,夂攴木,clause,,
1013,状,爿犬,form,,
1014,乗,｜丿八禾,to ride,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
1015,城,丿土戈,castle,,
1016,浄,亅勹彐氵,clean,Physical_Attributes_and_Properties,Miscellaneous_properties
1017,剰,｜丿刂,surplus,,
1018,常,冖口巾尚,normal,,
1019,情,二亠土月青忄,feelings,,
1020,場,土日勿,place,,
1021,畳,冖田,tatami mat,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1022,蒸,丿亅マ艹灬,to steam,Food_(食)_and_Drink_(飲),Cooking_(炊)
1023,縄,乙田糸龜,rope,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1024,壌,亠八土衣,fertile soil,Nature,Land_(陸)_and_Topography
1025,嬢,亠八女衣,young lady,People_(人),General
1026,錠,宀疋金,lock,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1027,譲,亠八衣言,defer,,
1028,醸,亠八衣酉,to brew,Food_(食)_and_Drink_(飲),Cooking_(炊)
1029,色,勹巴,color,,
1030,拭,工弋扌,wipe,,
1031,食,食,eclipse,Nature,Sky
1032,植,十木目,plant,,
1033,殖,十歹目,to increase,Numbers_(数),Calculations_(算)
1034,飾,丿巾食,decorate,,
1035,触,虫角,contact,,
1036,嘱,口尸禸,entrust,,
1037,織,戈日立糸音,to weave,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
1038,職,戈日立耳音,employment,Human_activities,Money_(銭)_and_Commerce_(商)
1039,辱,厂寸衣辰,embarrass,,
1040,尻,尸九,buttocks,Body_(身),Limbs_(肢)
1041,心,心,heart,Body_(身),Torso_and_organs
1042,申,｜日田,say,,
1043,伸,｜日田亻,lengthen,,
1044,臣,匚,retainer,,
1045,芯,心艹,core,,
1046,身,身,body,,
1047,辛,十立,pungent,Emotions_and_Senses_(感),Senses
1048,侵,冖又彐亻,encroach,,
1049,信,言亻,message,Human_activities,Language_(語)_and_Communication
1050,津,聿氵,haven,,
1051,神,｜日田礻,god or [kami],Human_activities,Religion_(宗)_and_the_Supernatural_World
1052,唇,厂口衣辰,lips,Body_(身),Head_(頭)_and_Neck_(首)
1053,娠,厂女衣辰,pregnant,Body_(身),Bodily_Functions
1054,振,厂衣辰扌,shake,,
1055,浸,冖又彐氵,immersed,,
1056,真,八十目,true,,
1057,針,十金,needle,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1058,深,儿冖木氵,deep,Physical_Attributes_and_Properties,Miscellaneous_properties
1059,紳,｜日田糸,gentleman,People_(人),Roles_and_status
1060,進,隹辶,advance,,
1061,森,木,forest,Nature,Plants_(植)_and_Trees_(樹)
1062,診,彡言个,checkup,,
1063,寝,冖又宀彐爿,sleep,Body_(身),Bodily_Functions
1064,慎,八十目忄,humility,,
1065,新,亠十斤木立辛丷,new,Time_(時),
1066,審,宀田米釆,examine,,
1067,震,厂衣辰雨,earthquake,Nature,Weather
1068,薪,亠十斤木立辛丷艹,fuel,,
1069,親,亠十木立見辛丷,parent,People_(人),Family_(家_/_族)
1070,人,人,counter for people,Numbers_(数),Counters_(個)
1071,刃,丶刀,blade,,
1072,仁,二亻,humanity,,
1073,尽,丶尸,exhaust,,
1074,迅,十辶,swift,,
1075,甚,儿甘,tremendously,,
1076,陣,車阝,"battle formation, camp",Human_activities,War_(戦)
1077,尋,口寸工彐,inquire,,
1078,腎,又月臣,kidney,Body_(身),Torso_and_organs
1079,須,彡貝頁,by all means,,
1080,図,囗斗,"map, diagram",Human_activities,Language_(語)_and_Communication
1081,水,水,water,Nature,Natural_Substances
1082,吹,口欠,blow,,
1083,垂,｜丿,droop,,
1084,炊,欠火,cook,,
1085,帥,｜口巾,commander,,
1086,粋,十米九,chic,,
1087,衰,亠衣,decline,,
1088,推,隹扌,infer,,
1089,酔,十酉九,drunk,,
1090,遂,豕丷辶,consummate,,
1091,睡,｜丿目,sleep,Body_(身),Bodily_Functions
1092,穂,十心田禾,ear of grain,Food_(食)_and_Drink_(飲),
1093,随,丿月辶阝,follow,,
1094,髄,丿冖月骨辶,marrow,Body_(身),General_2
1095,枢,匚木,hinge or pivot,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1096,崇,宀山示,adoration or reverence,Emotions_and_Senses_(感),Emotions_(情)
1097,数,夂女攴米,number,,
1098,据,十口尸扌,set,,
1099,杉,彡木,cedar,Nature,Plants_(植)_and_Trees_(樹)
1100,裾,十口尸衤,cuff or hem,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
1101,寸,寸,1/10 Japanese foot (around 3 cm),Numbers_(数),Units_of_Measurement_(測)
1102,瀬,｜貝頁氵,rapids or shallows,Nature,Land_(陸)_and_Topography
1103,是,日疋,just so,,
1104,井,｜丿二,well,,
1105,世,｜,world,,
1106,正,止,correct,Emotions_and_Senses_(感),Judgment_(評)
1107,生,生,student,Human_activities,Culture
1108,成,丿戈,become,,
1109,西,西,West,Directions_(方)_and_Spatial_Relationships,
1110,声,士尸,voice,Human_activities,Language_(語)_and_Communication
1111,制,丿二巾牛刂,control,,
1112,姓,女生,surname,,
1113,征,彳止,conquer,Human_activities,War_(戦)
1114,性,生忄,gender,,
1115,青,二亠土月,blue,Physical_Attributes_and_Properties,Colours_(色)
1116,斉,｜丿廾文,adjusted,,
1117,政,攴止,politics,,
1118,星,日生,star,Nature,Sky
1119,牲,牛生,animal sacrifice,,
1120,省,丿小目,government ministry,,
1121,凄,冫十女彐,uncanny,,
1122,逝,斤扌辶,departed,,
1123,清,二亠土月青氵,pure,,
1124,盛,丿戈皿,prosper,,
1125,婿,女月疋,"son-in-law, bridegroom",People_(人),Family_(家_/_族)
1126,晴,二亠土日月青,clear or fine weather,Nature,Weather
1127,勢,丶儿力土九,power,,
1128,聖,口玉耳,sacred,Human_activities,Religion_(宗)_and_the_Supernatural_World
1129,誠,丿戈言,sincerity,,
1130,精,二亠土月米青,sperm,Body_(身),Bodily_Functions
1131,製,巾牛衣刂,manufacture,,
1132,誓,斤言扌,vow,,
1133,静,亅亠勹土彐月青,quiet,Emotions_and_Senses_(感),Senses
1134,請,二亠土月言青,solicit,,
1135,整,｜口攴木止,put in order,,
1136,醒,日生酉,be disillusioned,,
1137,税,儿口禾丷,tax,Human_activities,Money_(銭)_and_Commerce_(商)
1138,夕,夕,evening,Time_(時),Divisions_of_the_Day
1139,斥,丶斤,reject,,
1140,石,口,stone,Nature,Natural_Substances
1141,赤,土,red,Physical_Attributes_and_Properties,Colours_(色)
1142,昔,｜二日,antiquity,Time_(時),
1143,析,斤木,chop,,
1144,席,巾广,seat,,
1145,脊,二月癶个,backbone,Body_(身),Torso_and_organs
1146,隻,又隹,counter for ships,Numbers_(数),Counters_(個)
1147,惜,｜二日忄,regret,Emotions_and_Senses_(感),Emotions_(情)
1148,戚,丿卜小戈,grief,Emotions_and_Senses_(感),Emotions_(情)
1149,責,亠土貝,blame,,
1150,跡,亠口止赤足,tracks,,
1151,積,亠土禾貝,accumulate,,
1152,績,亠土糸貝,exploits,,
1153,籍,｜亠八土日木竹耒,enroll,,
1154,切,刀匕,cut,,
1155,折,斤扌,fold,,
1156,拙,｜山扌,bungling,,
1157,窃,儿刀匕宀穴,stealth,,
1158,接,女立扌,contact,,
1159,設,殳言,establish,,
1160,雪,彐雨,snow,Nature,Weather
1161,摂,冫耳扌,vicarious,,
1162,節,卩竹艮,"tune, melody",Human_activities,Culture
1163,説,儿口言丷,explain,Human_activities,Language_(語)_and_Communication
1164,舌,口,tongue,Body_(身),Head_(頭)_and_Neck_(首)
1165,絶,糸色,discontinue,,
1166,千,丿十,"1,000",Numbers_(数),
1167,川,川,river,Nature,Land_(陸)_and_Topography
1168,仙,山亻,immortal or sage,Human_activities,Religion_(宗)_and_the_Supernatural_World
1169,占,卜口,fortune telling,,
1170,先,丿儿土,"ahead, previous",Time_(時),
1171,宣,宀日,proclaim,Human_activities,Language_(語)_and_Communication
1172,専,十寸田,specialty,,
1173,泉,水白,water spring,Nature,Land_(陸)_and_Topography
1174,浅,丶丿毛氵,shallow,Physical_Attributes_and_Properties,Miscellaneous_properties
1175,洗,丿儿土氵,wash,,
1176,染,木九氵,dye,,
1177,扇,冫戸羽,fan,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1178,栓,木玉个,plug or stopper,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1179,旋,方疋,rotation,,
1180,船,八口舟,ship,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
1181,戦,十戈田尚,battle,Human_activities,War_(戦)
1182,煎,月丷刂灬,"to boil, roast",Food_(食)_and_Drink_(飲),Cooking_(炊)
1183,羨,欠玉羊丷氵,"envy, jealousy",Emotions_and_Senses_(感),Emotions_(情)
1184,腺,月水白,gland,Body_(身),General_2
1185,詮,玉言个,discussion,,
1186,践,丶丿口毛足,tread,,
1187,箋,戈竹,paper,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1188,銭,丶丿毛金,coin,,
1189,潜,人土日氵,submerge,,
1190,線,水白糸,line,Physical_Attributes_and_Properties,Form_and_Shape_(形)
1191,遷,大己襾辶,transition,,
1192,選,｜二八己辶,choose,,
1193,薦,广艹灬,recommend,,
1194,繊,土戈糸赤,slender,,
1195,鮮,玉田羊魚丷灬,fresh,,
1196,全,八玉,whole,,
1197,前,月丷刂,before,Time_(時),
1198,善,口玉羊丷,good,Emotions_and_Senses_(感),Judgment_(評)
1199,然,夕犬灬,so,,
1200,禅,十田尚礻,Zen,Human_activities,Religion_(宗)_and_the_Supernatural_World
1201,漸,斤車氵,steadily,,
1202,膳,口月玉羊丷,tray or small table,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1203,繕,口玉糸羊丷,darning,,
1204,狙,｜目犭,aim at,,
1205,阻,｜目阝,thwart,,
1206,祖,｜目礻,ancestor,People_(人),Family_(家_/_族)
1207,租,｜目禾,tax,Human_activities,Money_(銭)_and_Commerce_(商)
1208,素,亠土糸,elementary,,
1209,措,｜二日扌,set aside,,
1210,粗,｜目米,coarse,,
1211,組,｜目糸,"association, assemble",People_(人),Groups_(団)
1212,疎,｜口木止疋,alienate,,
1213,訴,丶斤言,sue,,
1214,塑,土屮月丷,model,,
1215,遡,屮月丷辶,go upstream,,
1216,礎,口木疋石,cornerstone,,
1217,双,丶又,pair,Numbers_(数),Counting_(計)_&_Sequence_(序)
1218,壮,士爿,robust,,
1219,早,十日,early,Time_(時),
1220,争,亅勹彐,conflict,,
1221,走,土,run,Body_(身),Actions
1222,奏,｜丿二大禾,play music,,
1223,相,木目,mutual,,
1224,荘,士爿艹,villa,Artificial_Structures_and_Products,Cities_(市)
1225,草,十日艹,grass,Nature,Plants_(植)_and_Trees_(樹)
1226,送,大丷辶,send,,
1227,倉,丿口个,warehouse,,
1228,捜,｜又日田扌,search,,
1229,挿,｜丿十日田扌,insert,,
1230,桑,又木,mulberry,Nature,Plants_(植)_and_Trees_(樹)
1231,巣,木田尚,nest,,
1232,掃,冖巾彐扌,sweep,,
1233,曹,｜日,cadet,,
1234,曽,日田丷,formerly,Time_(時),
1235,爽,亠人,refreshing,,
1236,窓,儿厶宀心穴,window,,
1237,創,口个刂,create,,
1238,喪,｜口衣,miss,,
1239,痩,又疒,weight loss,Body_(身),Health_(体)
1240,葬,匕夕廾艹,interment,,
1241,装,士爿衣,attire,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
1242,僧,日田亻丷,Buddhist monk or priest,Human_activities,Religion_(宗)_and_the_Supernatural_World
1243,想,心木目,concept,,
1244,層,尸日田丷,stratum,,
1245,総,八厶心糸,whole,,
1246,遭,｜日辶,encounter,,
1247,槽,｜日木,tank,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1248,踪,口宀示足,remains,,
1249,操,口木扌品,maneuver,,
1250,燥,口木火品,parch,,
1251,霜,木目雨,frost,Nature,Weather
1252,騒,又虫馬,boisterous,,
1253,藻,口木氵艹品,algae or seaweed,Nature,Plants_(植)_and_Trees_(樹)
1254,造,丿口土辶,create,,
1255,像,勹口豕亻,statue,,
1256,増,土日田丷,to increase,Numbers_(数),Calculations_(算)
1257,憎,日田丷忄,hate,Emotions_and_Senses_(感),Emotions_(情)
1258,蔵,丿戈臣艹,warehouse,,
1259,贈,日田貝丷,presents,,
1260,臓,丿戈月臣艹,entrails,Body_(身),Torso_and_organs
1261,即,卩艮,instant,,
1262,束,｜八口木,bundle,,
1263,足,口,"leg, foot",Body_(身),Limbs_(肢)
1264,促,口足亻,stimulate,,
1265,則,貝刂,rule,,
1266,息,心自,breath,Body_(身),Bodily_Functions
1267,捉,口足扌,capture,,
1268,速,｜八口木辶,fast,,
1269,側,貝亻刂,side,Physical_Attributes_and_Properties,Form_and_Shape_(形)
1270,測,貝刂氵,fathom,,
1271,俗,八口谷个亻,vulgar,,
1272,族,方矢,tribe,,
1273,属,丿尸禸,belong,,
1274,賊,十戈貝,burglar,,
1275,続,儿冖士糸,continue,,
1276,卒,亠人十,graduate,Human_activities,Culture
1277,率,亠冫十幺玄,rate,,
1278,存,｜丿子,suppose,,
1279,村,寸木,village,Artificial_Structures_and_Products,Cities_(市)
1280,孫,丿子糸,grandchild,People_(人),Family_(家_/_族)
1281,尊,寸酉丷,revered,,
1282,損,口貝扌,loss,,
1283,遜,丿子糸辶,humble,,
1284,他,亻也,other,,
1285,多,夕,many,Numbers_(数),Counting_(計)_&_Sequence_(序)
1286,汰,丶大氵,luxury,,
1287,打,亅扌,hit,,
1288,妥,女爪,gentle,,
1289,唾,｜丿口,saliva,Body_(身),Bodily_Functions
1290,堕,丿土月阝,degenerate,,
1291,惰,丿工月忄,lazy,,
1292,駄,丶大馬,burdensome,,
1293,太,丶大,fat or thick,Physical_Attributes_and_Properties,Miscellaneous_properties
1294,対,寸文,opposite,,
1295,体,木亻,body,,
1296,耐,寸而,resistant,,
1297,待,土寸彳,wait,,
1298,怠,厶口心,neglect,,
1299,胎,厶口月,foetus,Body_(身),Bodily_Functions
1300,退,艮辶,retreat,,
1301,帯,｜冖巾,belt,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
1302,泰,｜丿二水,peaceful,,
1303,堆,土隹,piled high,,
1304,袋,弋衣亻,bag,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1305,逮,彐水隶辶,apprehend,,
1306,替,二亠人大日,exchange,,
1307,貸,弋貝亻,lend,,
1308,隊,豕丷阝,group,,
1309,滞,冖巾氵,stagnate,,
1310,態,匕厶心月,condition,,
1311,戴,｜二八土戈田,be crowned with,,
1312,大,大,large,Physical_Attributes_and_Properties,Form_and_Shape_(形)
1313,代,弋亻,substitute,,
1314,台,厶口,counter for machines and vehicles,Numbers_(数),Counters_(個)
1315,第,弓竹,ordinal marker,Numbers_(数),Counting_(計)_&_Sequence_(序)
1316,題,日疋貝頁,topic,Human_activities,Language_(語)_and_Communication
1317,滝,田立氵竜,waterfall,Nature,Land_(陸)_and_Topography
1318,宅,丿乙宀,home,,
1319,択,尸扌,choose,,
1320,沢,尸氵,swamp,Nature,Land_(陸)_and_Topography
1321,卓,十卜日,table,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
1322,拓,口石扌,clear (the land),,
1323,託,丿乙言,consign,,
1324,濯,彐隹氵,laundry,,
1325,諾,丿口言艹,consent,,
1326,濁,勹网虫氵,voiced,,
1327,但,日亻,however,,
1328,達,土玉羊丷辶,attain,,
1329,脱,儿口月丷,undress,,
1330,奪,大寸隹,rob,,
1331,棚,月木,shelf,,
1332,誰,言隹,who (question word),,
1333,丹,丶丿亅,cinnabar,Nature,Natural_Substances
1334,旦,日,sunrise,Time_(時),Divisions_of_the_Day
1335,担,日扌,shouldering,,
